id,title,category,title_num_char,title_num_word,title_num_keyword,num_char,num_char_del_stop,num_uni_char,num_punc,num_word,num_uni_word,num_noun,num_adj,num_verb,num_adv,num_conj,num_numeral,num_para,title_ratio_keyword,ratio_uni_char,ratio_uni_word,ratio_punc,ratio_char_del_stop,ratio_noun,ratio_adj,ratio_adv,ratio_verb,ratio_conj,ratio_numeral,doctype
0e7668c6-a98d-11eb-8239-7788095c0b0f,篮球——CBA第四阶段：辽宁本钢迎战吉林九台农场银行,1,26,13,7,197,0,85,0,0,54,0,0,0,0,0,0,6,0.5384615384615384,0.43147208121827413,inf,0.0,0.0,,,,,,,
0e766c68-a98d-11eb-8239-7788095c0b0f,这4种家电，有人相见恨晚，有人感觉鸡肋，主要是价格不一样,3,28,17,0,1408,0,408,0,0,396,0,0,0,0,0,0,1,0.0,0.2897727272727273,inf,0.0,0.0,,,,,,,
0e766e70-a98d-11eb-8239-7788095c0b0f,PEHCHAOLIN 百雀羚 肌初赋活系列肌初赋活护肤套装,10,29,11,5,70,0,53,0,0,26,0,0,0,0,0,0,1,0.45454545454545453,0.7571428571428571,inf,0.0,0.0,,,,,,,
0e766fd8-a98d-11eb-8239-7788095c0b0f,XTEP 特步男鞋运动鞋男夏季透气2020年新品男士休闲鞋潮流老爹鞋男潮鞋,10,37,18,8,94,0,47,0,0,31,0,0,0,0,0,0,1,0.4444444444444444,0.5,inf,0.0,0.0,,,,,,,
0e7671cc-a98d-11eb-8239-7788095c0b0f,冲3连红，NBA预测：马刺VS鹈鹕，众星缺阵，鹈鹕迎来好机会,1,30,18,4,747,0,325,0,0,252,0,0,0,0,0,0,3,0.2222222222222222,0.4350736278447122,inf,0.0,0.0,,,,,,,
0e7674c4-a98d-11eb-8239-7788095c0b0f,比亚迪1-2月新能源销量超3万，纯电动车型贡献提升,7,25,16,4,1328,0,303,0,0,314,0,0,0,0,0,0,1,0.25,0.22816265060240964,inf,0.0,0.0,,,,,,,
0e7679d8-a98d-11eb-8239-7788095c0b0f,广发证券：终端利率上行周期，负债稳定银行相对受益,0,24,13,5,282,0,156,0,0,104,0,0,0,0,0,0,1,0.38461538461538464,0.5531914893617021,inf,0.0,0.0,,,,,,,
0e767c1c-a98d-11eb-8239-7788095c0b0f,就不防守！哈登传球失误后，原地散步，跟腱断裂的杜兰特却拼命回追,1,31,20,3,918,0,320,0,0,261,0,0,0,0,0,0,10,0.15,0.3485838779956427,inf,0.0,0.0,,,,,,,
0e767f1e-a98d-11eb-8239-7788095c0b0f,2021款探界者1.5T/2.0T引擎，全系手自一体变速箱，比CRV适合家用,7,38,19,3,904,0,332,0,0,276,0,0,0,0,0,0,7,0.15789473684210525,0.3672566371681416,inf,0.0,0.0,,,,,,,
0e7682f2-a98d-11eb-8239-7788095c0b0f,揪心！单日确诊18万，印度疫情全面失控！疫苗又添堵：印度断供，美国紧急叫停…,29,38,23,6,3544,0,733,0,0,760,0,0,0,0,0,0,48,0.2608695652173913,0.20682844243792325,inf,0.0,0.0,,,,,,,
0e768824-a98d-11eb-8239-7788095c0b0f,火拼热门细分赛道，ETF首发效应引爆中场战事，竞争队列加速扩围,0,31,16,2,3086,0,486,0,0,534,0,0,0,0,0,0,1,0.125,0.1574854180168503,inf,0.0,0.0,,,,,,,
0e768f5e-a98d-11eb-8239-7788095c0b0f,对于羽毛球双打的业余选手来说，接发球把球打到什么位置对方最难接？,1,32,17,3,550,0,220,0,0,189,0,0,0,0,0,0,6,0.17647058823529413,0.4,inf,0.0,0.0,,,,,,,
0e76927e-a98d-11eb-8239-7788095c0b0f,16岁读博士，逼父母在北京买房的“神童”张炘炀，现状令人唏嘘,12,30,21,2,1328,0,356,0,0,333,0,0,0,0,0,0,16,0.09523809523809523,0.2680722891566265,inf,0.0,0.0,,,,,,,
0e769422-a98d-11eb-8239-7788095c0b0f,宝坻人请注意！元宵节烟花爆竹禁放依然严格！,6,21,10,4,848,0,312,0,0,246,0,0,0,0,0,0,1,0.4,0.36792452830188677,inf,0.0,0.0,,,,,,,
0e7695ee-a98d-11eb-8239-7788095c0b0f,洪太红糖姜茶红枣黑糖姜母茶女调理生姜汁水月经体寒大姨妈小袋装,14,30,15,7,152,0,102,0,0,63,0,0,0,0,0,0,1,0.4666666666666667,0.6710526315789473,inf,0.0,0.0,,,,,,,
0e769742-a98d-11eb-8239-7788095c0b0f,北京海淀：开展救护车驾驶人交通安全宣传教育,6,21,9,5,309,0,163,0,0,108,0,0,0,0,0,0,1,0.5555555555555556,0.5275080906148867,inf,0.0,0.0,,,,,,,
0e7698d2-a98d-11eb-8239-7788095c0b0f,22场命中100记三分，本赛季库里能打破402记三分纪录吗？,1,30,17,2,388,0,152,0,0,127,0,0,0,0,0,0,7,0.11764705882352941,0.3917525773195876,inf,0.0,0.0,,,,,,,
0e769b48-a98d-11eb-8239-7788095c0b0f,“三伏天”已至，你做好消暑祛湿的准备了吗？,13,21,14,2,932,0,336,0,0,300,0,0,0,0,0,0,12,0.14285714285714285,0.3605150214592275,inf,0.0,0.0,,,,,,,
0e769cba-a98d-11eb-8239-7788095c0b0f,史努比漫画首次完整引进,22,11,5,3,506,0,244,0,0,186,0,0,0,0,0,0,3,0.6,0.48221343873517786,inf,0.0,0.0,,,,,,,
0e769e2c-a98d-11eb-8239-7788095c0b0f,“交通+”铺就脱贫致富“康庄大道”,6,17,9,2,1596,0,442,0,0,431,0,0,0,0,0,0,1,0.2222222222222222,0.2769423558897243,inf,0.0,0.0,,,,,,,
0e76a16a-a98d-11eb-8239-7788095c0b0f,感情上，希望得到父母祝福，才感觉美满的星座女,20,22,14,6,539,0,207,0,0,162,0,0,0,0,0,0,1,0.42857142857142855,0.38404452690166974,inf,0.0,0.0,,,,,,,
0e76a2f0-a98d-11eb-8239-7788095c0b0f,这句话特别伤孩子，新的一年别再说了,26,17,12,1,2011,0,464,0,0,509,0,0,0,0,0,0,1,0.08333333333333333,0.23073097961213326,inf,0.0,0.0,,,,,,,
0e76a494-a98d-11eb-8239-7788095c0b0f,《鬼谷八荒》风剑进阶攻略,18,12,7,5,462,0,224,0,0,168,0,0,0,0,0,0,10,0.7142857142857143,0.48484848484848486,inf,0.0,0.0,,,,,,,
0e76a822-a98d-11eb-8239-7788095c0b0f,数字化下的产能嬗变：职业教育从作坊模式跨入工业化时代,12,26,14,2,3321,0,599,0,0,674,0,0,0,0,0,0,1,0.14285714285714285,0.18036735922914784,inf,0.0,0.0,,,,,,,
0e76aa5c-a98d-11eb-8239-7788095c0b0f,生来脾气暴躁但最旺夫，谁娶谁富贵的3大生肖女,20,22,16,2,496,0,204,0,0,166,0,0,0,0,0,0,1,0.125,0.4112903225806452,inf,0.0,0.0,,,,,,,
0e76abc4-a98d-11eb-8239-7788095c0b0f,分析师：投资电池和芯片制造商比特斯拉和蔚来靠谱,7,23,13,4,1493,0,463,0,0,411,0,0,0,0,0,0,1,0.3076923076923077,0.3101138647019424,inf,0.0,0.0,,,,,,,
0e76ae26-a98d-11eb-8239-7788095c0b0f,广东“最丢脸山”寨小镇，花60亿打造欧洲小镇，却遭到了嘲讽,15,29,20,6,620,0,257,0,0,211,0,0,0,0,0,0,1,0.3,0.41451612903225804,inf,0.0,0.0,,,,,,,
0e76af5c-a98d-11eb-8239-7788095c0b0f,"中国仅此一辆, 外国人拍电影都借这辆车",7,19,12,2,573,0,272,0,0,220,0,0,0,0,0,0,1,0.16666666666666666,0.47469458987783597,inf,0.0,0.0,,,,,,,
0e76b100-a98d-11eb-8239-7788095c0b0f,国家卫健委成立新机构应对青少年视力问题，中医中药专家加入,13,28,13,5,256,0,121,0,0,76,0,0,0,0,0,0,1,0.38461538461538464,0.47265625,inf,0.0,0.0,,,,,,,
0e76b272-a98d-11eb-8239-7788095c0b0f,诗歌｜冉杰：落日（外二首）,11,13,9,2,837,0,387,0,0,307,0,0,0,0,0,0,12,0.2222222222222222,0.46236559139784944,inf,0.0,0.0,,,,,,,
0e76b4ca-a98d-11eb-8239-7788095c0b0f,同样是怀孕，有的人肚子大得像球，有的却不显怀？不妨一看！,26,28,21,3,766,0,203,0,0,181,0,0,0,0,0,0,7,0.14285714285714285,0.2650130548302872,inf,0.0,0.0,,,,,,,
0e76b61e-a98d-11eb-8239-7788095c0b0f,声浪无敌/造型升级 福特Mustang新车价格曝光,7,25,11,3,265,0,136,0,0,87,0,0,0,0,0,0,2,0.2727272727272727,0.5132075471698113,inf,0.0,0.0,,,,,,,
